node_id,attention_entropy
1568,3.794011
1569,0.64086825
1570,0.98858166
1571,1.2446349
1572,0.5946545
1573,0.13925613
1574,0.5148148
1575,1.469207
1576,2.4300148
1577,1.8320442
1578,1.0487574
1579,1.5864252
1580,4.8040705
1581,2.7620065
1582,1.3498315
1583,2.6182256
1584,2.5621526
1585,2.1092412
1586,1.8975631
1587,1.7821414
1588,1.8600771
1589,1.4991134
1590,1.7107017
1591,0.5936785
1592,0.07835554
1593,1.3837727
1594,0.9610429
1595,1.5644617
1596,0.6045802
1597,1.3628198
1598,0.5019968
1599,3.6459973
1600,1.6952624
1601,1.3105131
1602,4.3488193
1603,1.7698257
1604,2.4564283
1605,1.4229414
1606,2.118324
1607,1.0773447
1608,3.2106705
1609,2.6594565
1610,2.190568
1611,0.1986502
1612,2.2541382
1613,2.2955496
1614,0.34332833
1615,1.3085972
1616,2.059811
1617,0.5752493
1618,1.5133368
1619,2.1034775
1620,1.9033107
1621,3.4348984
1622,1.2340622
1623,0.72933924
1624,1.0438504
1625,0.9692878
1626,1.6826582
1627,2.0149522
1628,0.73830754
1629,0.11540052
1630,0.46243888
1631,1.7266641
1632,3.2009132
1633,1.2415963
1634,0.8601507
1635,1.4997764
1636,1.6431991
1637,1.5460469
1638,1.9822233
1639,3.2455404
1640,0.092889994
1641,1.8523879
1642,1.0712774
1643,1.0570614
1644,3.451456
1645,3.4408555
1646,1.2497973
1647,1.6043484
1648,0.8526696
1649,0.85307884
1650,0.16710328
1651,2.6720645
1652,1.0075006
1653,0.12043409
1654,0.75468546
1655,1.7264972
1656,1.1658618
1657,0.67410696
1658,0.54154766
1659,3.4184854
1660,0.7579349
1661,1.1432693
1662,2.7677293
1663,1.6846877
